"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"L&amp;TINFRA","N1","30-Aug-2018","       1020.00","       1015.00","       1015.00","       1010.10","       1010.10","       1010.10","       1012.55","         40","               40502.00","          2","         40","        100.00"
"L&amp;TINFRA","N2","30-Aug-2018","       1724.95","       1711.55","       1724.00","       1711.55","       1718.00","       1718.00","       1718.56","        153","              262939.00","          6","        133","         86.93"
"L&amp;TINFRA","N3","30-Aug-2018","       1017.85","       1010.00","       1014.83","       1010.00","       1014.83","       1014.83","       1012.20","        110","              111341.50","          7","        110","        100.00"
"L&amp;TINFRA","N4","30-Aug-2018","       1681.02","       1677.00","       1685.00","       1677.00","       1685.00","       1685.00","       1681.54","        149","              250550.00","          8","        110","         73.83"
"L&amp;TINFRA","N5","30-Aug-2018","       1004.73","       1010.00","       1010.00","       1002.00","       1004.73","       1004.73","       1004.43","        259","              260148.32","         13","        259","        100.00"
"L&amp;TINFRA","N6","30-Aug-2018","       1758.00","       1754.00","       1759.00","       1754.00","       1758.00","       1758.00","       1757.09","        359","              630795.09","         21","        271","         75.49"
"L&amp;TINFRA","N2","31-Aug-2018","       1718.00","       1718.00","       1718.00","       1718.00","       1718.00","       1718.00","       1718.00","         52","               89336.00","          6","         52","        100.00"
"L&amp;TINFRA","N3","31-Aug-2018","       1014.83","       1014.99","       1015.00","       1013.00","       1013.00","       1013.00","       1014.71","        140","              142059.00","          3","        140","        100.00"
"L&amp;TINFRA","N4","31-Aug-2018","       1685.00","       1677.00","       1695.00","       1677.00","       1695.00","       1693.85","       1688.49","        545","              920228.25","         22","        525","         96.33"
"L&amp;TINFRA","N6","31-Aug-2018","       1758.00","       1750.00","       1758.00","       1750.00","       1753.00","       1753.00","       1753.62","        121","              212188.60","         12","        121","        100.00"
"L&amp;TINFRA","N1","03-Sep-2018","       1010.10","       1005.20","       1005.20","       1005.10","       1005.10","       1005.10","       1005.17","         46","               46237.60","          2","         46","        100.00"
"L&amp;TINFRA","N2","03-Sep-2018","       1718.00","       1718.00","       1718.00","       1713.00","       1713.00","       1713.00","       1714.07","         89","              152552.00","          5","         89","        100.00"
"L&amp;TINFRA","N3","03-Sep-2018","       1013.00","       1005.10","       1014.00","       1005.10","       1005.50","       1005.50","       1006.77","        120","              120812.20","          6","        100","         83.33"
