"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"M&amp;M","EQ","30-Aug-2018","        983.85","        984.95","        991.60","        977.90","        981.90","        982.95","        984.93","    1831626","          1804027678.95","      45754","     949021","         51.81"
"M&amp;M","EQ","31-Aug-2018","        982.95","        982.00","        988.00","        959.15","        965.30","        965.30","        968.14","    2243187","          2171723106.55","      98835","    1431334","         63.81"
"M&amp;M","EQ","03-Sep-2018","        965.30","        974.90","        974.95","        942.00","        945.60","        947.80","        960.64","    2189450","          2103264249.10","      65184","    1007346","         46.01"
"M&amp;M","EQ","04-Sep-2018","        947.80","        952.20","        955.70","        928.10","        934.75","        931.75","        941.85","    2067396","          1947180606.85","      70503","     970502","         46.94"
"M&amp;M","EQ","05-Sep-2018","        931.75","        930.00","        945.00","        914.40","        931.05","        929.40","        929.75","    2133045","          1983195485.55","      79639","    1146114","         53.73"
"M&amp;M","EQ","06-Sep-2018","        929.40","        935.00","        943.70","        927.50","        932.20","        934.95","        934.56","    2144816","          2004450972.15","     120820","    1185972","         55.29"
"M&amp;M","EQ","07-Sep-2018","        934.95","        940.10","        977.65","        935.05","        973.50","        973.70","        959.49","    3132025","          3005132931.95","      74862","    1681345","         53.68"
"M&amp;M","EQ","10-Sep-2018","        973.70","        970.65","        976.15","        934.60","        939.00","        937.35","        955.52","    2151834","          2056122047.40","      67376","    1267067","         58.88"
"M&amp;M","EQ","11-Sep-2018","        937.35","        943.00","        961.00","        936.30","        947.00","        943.15","        949.88","    3909701","          3713736740.10","      88297","    1621351","         41.47"
"M&amp;M","EQ","12-Sep-2018","        943.15","        948.45","        951.00","        912.40","        937.00","        938.15","        930.96","    2787531","          2595088537.75","      84862","    1006775","         36.12"
"M&amp;M","EQ","14-Sep-2018","        938.15","        941.20","        954.80","        928.05","        950.55","        951.90","        945.33","    2803861","          2650575717.70","      80167","    1274114","         45.44"
"M&amp;M","EQ","17-Sep-2018","        951.90","        947.65","        956.40","        936.60","        952.00","        950.85","        950.00","    1978897","          1879950531.50","      65736","    1299011","         65.64"
"M&amp;M","EQ","18-Sep-2018","        950.85","        949.45","        961.00","        940.40","        945.90","        946.55","        954.03","    2227889","          2125467702.20","      82145","    1355614","         60.85"
"M&amp;M","EQ","19-Sep-2018","        946.55","        947.00","        965.65","        938.20","        949.25","        948.90","        954.05","    2083160","          1987435262.85","      96375","    1026185","         49.26"
"M&amp;M","EQ","21-Sep-2018","        948.90","        963.00","        976.70","        870.00","        960.00","        959.90","        956.62","    4633394","          4432409353.65","     110694","    2405018","         51.91"
"M&amp;M","EQ","24-Sep-2018","        959.90","        955.00","        958.20","        885.00","        898.00","        896.05","        904.51","    4569708","          4133332589.05","     141883","    2330590","         51.00"
"M&amp;M","EQ","25-Sep-2018","        896.05","        896.00","        900.00","        865.25","        896.00","        893.00","        884.14","    4269089","          3774462808.70","     143920","    2207358","         51.71"
"M&amp;M","EQ","26-Sep-2018","        893.00","        903.00","        917.85","        885.30","        887.50","        893.35","        900.84","    2357565","          2123778151.85","      58651","    1077710","         45.71"
"M&amp;M","EQ","27-Sep-2018","        893.35","        888.00","        895.45","        866.50","        874.00","        877.45","        880.90","    2588148","          2279896013.90","      86387","    1208032","         46.68"
"M&amp;M","EQ","28-Sep-2018","        877.45","        877.45","        880.95","        839.55","        864.50","        860.95","        859.14","    4188699","          3598698735.70","     139848","    2528819","         60.37"
"M&amp;M","EQ","01-Oct-2018","        860.95","        860.50","        864.45","        840.95","        847.15","        847.60","        850.00","    3060818","          2601688880.80","      76480","    1801446","         58.86"
"M&amp;M","EQ","03-Oct-2018","        847.60","        845.50","        845.50","        787.00","        788.00","        791.60","        809.31","    6680994","          5406994718.10","     253657","    3888638","         58.20"
"M&amp;M","EQ","04-Oct-2018","        791.60","        780.15","        800.00","        765.45","        791.50","        794.70","        787.24","    5036305","          3964798125.05","     201445","    2395857","         47.57"
"M&amp;M","EQ","05-Oct-2018","        794.70","        791.00","        795.75","        752.90","        766.00","        769.55","        771.06","    5157618","          3976847863.35","     166975","    2740187","         53.13"
"M&amp;M","EQ","08-Oct-2018","        769.55","        768.75","        780.95","        753.30","        776.05","        774.85","        768.34","    3874262","          2976758976.60","     146806","    2024791","         52.26"
"M&amp;M","EQ","09-Oct-2018","        774.85","        775.55","        782.45","        760.30","        763.00","        764.80","        769.84","    2933355","          2258216758.05","     116065","    1631331","         55.61"
"M&amp;M","EQ","10-Oct-2018","        764.80","        768.00","        774.60","        750.90","        764.90","        764.10","        762.79","    7578601","          5780889152.45","     149475","    5320618","         70.21"
"M&amp;M","EQ","11-Oct-2018","        764.10","        747.00","        756.50","        715.00","        730.00","        730.15","        738.65","    6199047","          4578899638.10","     187876","    4129950","         66.62"
"M&amp;M","EQ","12-Oct-2018","        730.15","        738.50","        775.90","        735.55","        768.50","        768.50","        766.79","    4477653","          3433436655.85","     167204","    2054864","         45.89"
"M&amp;M","EQ","15-Oct-2018","        768.50","        775.00","        775.45","        738.00","        749.90","        749.00","        746.19","    5282462","          3941711075.35","     103920","    3186327","         60.32"
"M&amp;M","EQ","16-Oct-2018","        749.00","        753.60","        780.00","        750.10","        779.00","        777.70","        770.65","    4357854","          3358379369.80","     126037","    2010022","         46.12"
"M&amp;M","EQ","17-Oct-2018","        777.70","        789.20","        790.75","        751.20","        757.55","        759.40","        766.64","    2634539","          2019751015.85","      82100","     911095","         34.58"
"M&amp;M","EQ","19-Oct-2018","        759.40","        748.10","        758.00","        732.10","        742.85","        741.20","        743.06","    2985488","          2218381956.30","     102223","    1546516","         51.80"
"M&amp;M","EQ","22-Oct-2018","        741.20","        747.00","        749.00","        731.00","        731.70","        733.75","        738.41","    1842855","          1360778304.65","      81763","     832206","         45.16"
"M&amp;M","EQ","23-Oct-2018","        733.75","        730.50","        734.40","        716.20","        732.95","        729.95","        724.46","    2967082","          2149521864.80","      79818","    1716639","         57.86"
"M&amp;M","EQ","24-Oct-2018","        729.95","        740.80","        749.20","        725.65","        735.00","        736.25","        736.69","    3729119","          2747208066.30","     101788","    2112212","         56.64"
"M&amp;M","EQ","25-Oct-2018","        736.25","        728.00","        744.50","        724.00","        733.35","        733.75","        736.04","    3966709","          2919670218.65","      95313","    2252456","         56.78"
"M&amp;M","EQ","26-Oct-2018","        733.75","        731.00","        741.80","        722.70","        727.00","        728.20","        732.04","    1813847","          1327810526.10","      68581","     853698","         47.07"
"M&amp;M","EQ","29-Oct-2018","        728.20","        728.00","        752.85","        728.00","        745.40","        749.50","        744.66","    1954444","          1455401191.40","      50465","     940989","         48.15"
"M&amp;M","EQ","30-Oct-2018","        749.50","        751.00","        762.75","        737.00","        746.35","        746.30","        750.79","    2756355","          2069454438.50","      73757","    1496181","         54.28"
"M&amp;M","EQ","31-Oct-2018","        746.30","        749.00","        769.10","        735.15","        764.50","        765.95","        752.03","    3093083","          2326092984.35","     108708","    1833376","         59.27"
"M&amp;M","EQ","01-Nov-2018","        765.95","        770.50","        778.70","        751.00","        756.00","        756.05","        764.60","    4171044","          3189195991.50","     101994","    2127935","         51.02"
"M&amp;M","EQ","02-Nov-2018","        756.05","        765.05","        795.90","        765.05","        783.60","        783.55","        784.05","    4117317","          3228173086.30","     105060","    1841461","         44.72"
"M&amp;M","EQ","05-Nov-2018","        783.55","        784.00","        784.65","        770.00","        772.90","        775.45","        775.02","    2168486","          1680628521.00","     114407","    1316038","         60.69"
"M&amp;M","EQ","06-Nov-2018","        775.45","        780.00","        782.00","        768.85","        777.30","        778.40","        775.24","    1839552","          1426096861.45","      42395","    1107806","         60.22"
"M&amp;M","EQ","07-Nov-2018","        778.40","        788.00","        794.00","        783.65","        793.50","        792.90","        792.06","     731279","           579218413.20","      16440","     180714","         24.71"
"M&amp;M","EQ","09-Nov-2018","        792.90","        800.00","        805.90","        791.00","        795.25","        795.25","        797.54","    3085813","          2461044198.70","      99506","    1052230","         34.10"
"M&amp;M","EQ","12-Nov-2018","        795.25","        798.00","        807.70","        778.10","        778.60","        780.90","        790.15","    2101138","          1660219678.40","      56802","     946798","         45.06"
"M&amp;M","EQ","13-Nov-2018","        780.90","        775.50","        793.80","        773.85","        788.85","        790.05","        785.81","    3010295","          2365529548.10","      66274","    1689827","         56.13"
"M&amp;M","EQ","14-Nov-2018","        790.05","        793.10","        797.40","        765.50","        772.15","        769.60","        779.25","    4237768","          3302298015.50","      81970","    1793141","         42.31"
"M&amp;M","EQ","15-Nov-2018","        769.60","        774.00","        775.80","        755.00","        767.50","        766.50","        765.04","    4315301","          3301364691.55","     109133","    2359480","         54.68"
"M&amp;M","EQ","16-Nov-2018","        766.50","        767.65","        776.50","        759.75","        768.20","        767.60","        769.70","    2373384","          1826788990.80","      73162","    1098130","         46.27"
"M&amp;M","EQ","19-Nov-2018","        767.60","        775.30","        783.60","        770.10","        781.20","        781.35","        778.35","    2681651","          2087255559.55","      67818","    1349293","         50.32"
"M&amp;M","EQ","20-Nov-2018","        781.35","        780.00","        792.40","        773.35","        782.00","        782.60","        786.58","    2902880","          2283338018.05","      82452","    1527296","         52.61"
"M&amp;M","EQ","21-Nov-2018","        782.60","        787.80","        787.80","        764.70","        769.40","        769.10","        772.01","    1851514","          1429383632.80","      81516","     916349","         49.49"
"M&amp;M","EQ","22-Nov-2018","        769.10","        770.10","        772.95","        743.10","        745.90","        746.10","        753.82","    2578750","          1943920830.85","      86596","    1095917","         42.50"
"M&amp;M","EQ","26-Nov-2018","        746.10","        748.00","        755.00","        739.25","        747.60","        747.90","        746.92","    2676798","          1999341700.10","      69774","    1328691","         49.64"
"M&amp;M","EQ","27-Nov-2018","        747.90","        747.00","        753.90","        738.10","        752.50","        751.75","        744.91","    2179714","          1623684721.35","      73613","    1204755","         55.27"
"M&amp;M","EQ","28-Nov-2018","        751.75","        754.70","        759.20","        745.55","        749.95","        748.40","        752.23","    2007876","          1510379266.30","      76611","    1104787","         55.02"
"M&amp;M","EQ","29-Nov-2018","        748.40","        756.00","        780.30","        752.00","        775.60","        773.20","        769.60","    5038807","          3877857412.45","      98685","    3150949","         62.53"
"M&amp;M","EQ","30-Nov-2018","        773.20","        778.00","        796.00","        776.70","        790.95","        790.90","        790.42","    5214780","          4121886441.75","     148027","    3114205","         59.72"
"M&amp;M","EQ","03-Dec-2018","        790.90","        800.00","        800.80","        756.60","        763.45","        761.05","        769.18","    5839713","          4491765500.05","     151234","    2985027","         51.12"
"M&amp;M","EQ","04-Dec-2018","        761.05","        762.00","        762.00","        738.50","        741.65","        740.30","        744.28","    7101096","          5285178049.85","     172141","    4287713","         60.38"
"M&amp;M","EQ","05-Dec-2018","        740.30","        740.30","        740.30","        715.10","        718.90","        718.05","        726.34","    4837874","          3513958884.10","     186878","    2685032","         55.50"
"M&amp;M","EQ","06-Dec-2018","        718.05","        717.50","        722.00","        706.50","        712.45","        710.95","        713.49","    3970063","          2832581243.65","     137368","    1591231","         40.08"
"M&amp;M","EQ","07-Dec-2018","        710.95","        726.80","        726.80","        709.60","        720.00","        721.10","        717.07","    2716587","          1947987260.85","      75894","     810262","         29.83"
"M&amp;M","EQ","10-Dec-2018","        721.10","        710.00","        725.50","        700.00","        710.00","        710.55","        715.56","    3150111","          2254107302.90","     112237","    1264857","         40.15"
"M&amp;M","EQ","11-Dec-2018","        710.55","        699.90","        729.90","        694.00","        722.35","        722.35","        714.15","    4383980","          3130833012.10","     140079","    1773518","         40.45"
"M&amp;M","EQ","12-Dec-2018","        722.35","        725.00","        753.00","        721.25","        750.50","        750.80","        743.74","    3460143","          2573455432.95","     105018","    1355300","         39.17"
"M&amp;M","EQ","13-Dec-2018","        750.80","        755.00","        765.10","        746.25","        758.20","        759.20","        757.52","    3510371","          2659167359.55","     119857","    1667961","         47.52"
"M&amp;M","EQ","14-Dec-2018","        759.20","        753.10","        764.00","        751.60","        757.00","        757.25","        757.08","    1760631","          1332943789.65","      58677","     768238","         43.63"
"M&amp;M","EQ","17-Dec-2018","        757.25","        760.00","        763.00","        750.50","        755.60","        756.35","        756.10","    2022203","          1528985226.65","      53855","    1195859","         59.14"
"M&amp;M","EQ","18-Dec-2018","        756.35","        755.60","        772.00","        752.40","        772.00","        770.95","        767.24","    3600834","          2762721796.35","     112030","    1437568","         39.92"
"M&amp;M","EQ","19-Dec-2018","        770.95","        775.00","        787.00","        767.10","        785.90","        782.65","        778.36","    3361238","          2616269294.20","      96963","    1682898","         50.07"
"M&amp;M","EQ","20-Dec-2018","        782.65","        779.70","        797.00","        778.50","        794.95","        795.45","        791.12","    2707144","          2141673113.85","      88059","    1384605","         51.15"
"M&amp;M","EQ","21-Dec-2018","        795.45","        795.00","        814.00","        777.70","        778.20","        781.15","        794.63","    6125095","          4867174872.10","     174532","    2484219","         40.56"
"M&amp;M","EQ","24-Dec-2018","        781.15","        782.90","        792.50","        775.00","        788.15","        788.65","        786.12","    2034516","          1599368722.85","      68871","     691308","         33.98"
"M&amp;M","EQ","26-Dec-2018","        788.65","        785.65","        793.50","        772.00","        789.00","        787.70","        782.92","    1683700","          1318194932.05","      41571","     621571","         36.92"
"M&amp;M","EQ","27-Dec-2018","        787.70","        794.50","        802.00","        788.10","        793.05","        795.65","        795.31","    3156130","          2510116056.15","     101098","    1393369","         44.15"
"M&amp;M","EQ","28-Dec-2018","        795.65","        799.35","        807.00","        797.00","        803.80","        803.55","        803.62","    1820270","          1462808502.90","      46993","     765669","         42.06"
"M&amp;M","EQ","31-Dec-2018","        803.55","        808.90","        810.00","        801.20","        804.80","        803.85","        804.38","    2232551","          1795827308.40","      57577","    1056785","         47.34"
